character,gender,role,genre,status,word_count
Shr_Hortensio,m,other,comedy,2,1575
Shr_Hostess,f,other,comedy,5,26
Shr_Katherine,f,other,comedy,2,1761
Shr_Lord,m,other,comedy,1,1059
Shr_Lucentio,m,other,comedy,2,1371
Shr_Merchant,m,other,comedy,3,377
Shr_Messenger,m,other,comedy,2,61
Shr_PLAYERS,m,other,comedy,p,4
Shr_PLAYERS.0.1,m,other,comedy,p,28
Shr_PLAYERS.0.2,m,other,comedy,p,12
Shr_Page,m,other,comedy,a2,122
Shr_Petruchio,m,protag,comedy,2,4609
Shr_SERVANTS.BAPTISTA.1,m,other,comedy,3,23
Shr_SERVANTS.LORD,m,other,comedy,2,1
Shr_SERVANTS.LORD.0.1,m,other,comedy,3,143
Shr_SERVANTS.LORD.0.2,m,other,comedy,2,104
Shr_SERVANTS.LORD.0.3,m,other,comedy,2,100
Shr_SERVANTS.PETRUCHIO.0.4,m,other,comedy,5,1
Shr_SERVANTS.PETRUCHIO.Joseph,m,other,comedy,3,7
Shr_SERVANTS.PETRUCHIO.Nathaniel,m,other,comedy,6,27
Shr_SERVANTS.PETRUCHIO.Nicholas,m,other,comedy,3,7
Shr_SERVANTS.PETRUCHIO.Peter,m,other,comedy,3,13
Shr_SERVANTS.PETRUCHIO.Phillip,m,other,comedy,3,8
Shr_Sly,m,other,comedy,6,522
Shr_Tailor,m,other,comedy,4,111
Shr_Tranio,m,other,comedy,3,2262
Shr_Vincentio,m,other,comedy,2,346
Shr_Widow,f,other,comedy,2,76
TGV_Antonio,m,other,comedy,2,262
TGV_Duke,m,other,comedy,0,1529
TGV_Eglamour,m,other,comedy,2,192
TGV_Host,m,other,comedy,4,158
TGV_Julia,f,other,comedy,2,2430
TGV_Lance,m,fool,comedy,5,1852
TGV_Lucetta,f,other,comedy,6,556
TGV_OUTLAWS.1,m,other,comedy,6,159
TGV_OUTLAWS.2,m,other,comedy,6,105
TGV_OUTLAWS.3,m,other,comedy,6,210
TGV_Pantino,m,other,comedy,6,311
TGV_Proteus,m,antag,comedy,2,3350
TGV_SERVANTS.1,m,other,comedy,2,9
TGV_Speed,m,fool,comedy,5,1456
TGV_Sylvia,m,other,comedy,1,1138
TGV_Thurio,m,other,comedy,2,372
TGV_Valentine,m,protag,comedy,2,2821
TNK_ATTENDANTS.1,m,other,comedy,2,18
TNK_Arcite,m,other,comedy,1,3671
TNK_Boy,m,other,comedy,p,113
TNK_Brother,m,other,comedy,6,65
TNK_COUNTRYMEN.0.1,m,other,comedy,6,105
TNK_COUNTRYMEN.0.2,m,other,comedy,6,235
TNK_COUNTRYMEN.0.3,m,other,comedy,6,162
TNK_COUNTRYMEN.0.4,m,other,comedy,6,104
TNK_COUNTRYMEN.0.5,m,other,comedy,6,2
TNK_COUNTRYWOMEN.0.1,f,other,comedy,6,4
TNK_Daughter,f,other,comedy,5,2675
TNK_Doctor,m,other,comedy,3,661
TNK_Emilia,f,other,comedy,1,2713
TNK_Epilogue,m,other,comedy,p,165
TNK_FRIENDS.1,m,other,comedy,6,152
TNK_FRIENDS.2,m,other,comedy,6,147
TNK_Herald,m,other,comedy,3,64
TNK_Hippolyta,f,other,comedy,0,711
TNK_Jailer,m,other,comedy,5,750
TNK_KNIGHTS.PALAMON,m,other,comedy,2,4
TNK_KNIGHTS.PALAMON.0.1,m,other,comedy,2,44
TNK_KNIGHTS.PALAMON.0.2,m,other,comedy,2,27
TNK_KNIGHTS.PALAMON.0.3,m,other,comedy,2,10
TNK_MESSENGERS.X.1,m,other,comedy,6,329
TNK_MESSENGERS.X.2,m,other,comedy,6,21
TNK_MESSENGERS.X.3,m,other,comedy,6,6
TNK_OTHERS,m,other,comedy,6,20
TNK_Palamon,m,other,comedy,1,4252
TNK_Pirithous,m,other,comedy,1,881
TNK_Prologue,m,other,comedy,p,270
TNK_QUEENS.1,f,other,comedy,0,520
TNK_QUEENS.2,f,other,comedy,0,342
TNK_QUEENS.3,f,other,comedy,0,323
TNK_Schoolmaster,m,other,comedy,3,750
TNK_Servant,m,other,comedy,6,72
TNK_Taborer,m,other,comedy,6,7
TNK_Theseus,m,protag,comedy,0,2378
TNK_Valerius,m,other,comedy,2,79
TNK_Woman,f,other,comedy,2,67
TNK_Wooer,m,other,comedy,5,776
TN_ATTENDANTS.OLIVIA.1,m,other,comedy,6,21
TN_ATTENDANTS.ORSINO.Curio,m,other,comedy,2,41
TN_ATTENDANTS.ORSINO.Valentine,m,other,comedy,2,102
TN_AndrewAguecheek,m,other,comedy,2,1171
TN_Antonio,m,other,comedy,3,803
TN_Captain,m,other,comedy,4,239
TN_Fabian,m,other,comedy,6,862
TN_Feste,m,fool,comedy,p,2443
TN_Malvolio,m,antag,comedy,2,2224
TN_Maria,f,other,comedy,2,1216
TN_OFFICERS.1,m,other,comedy,5,100
TN_OFFICERS.2,m,other,comedy,5,19
TN_Olivia,f,other,comedy,1,2311
TN_Orsino,m,other,comedy,0,1617
TN_Priest,m,other,comedy,3,57
TN_Sebastian,m,other,comedy,2,1005
TN_TobyBelch,m,other,comedy,2,2694
TN_Viola,f,protag,comedy,2,2564
Tim_ATTENDANTS.TIMON.0.1,m,other,tragedy,6,5
Tim_Alcibiades,m,other,tragedy,2,1181
Tim_Apemantus,m,other,tragedy,1,1759
Tim_BANDITS.1,m,other,tragedy,6,105
Tim_BANDITS.2,m,other,tragedy,6,50
Tim_BANDITS.3,m,other,tragedy,6,61
Tim_Cupid,m,other,tragedy,6,47
Tim_FRIENDS.0,m,other,tragedy,1,8
Tim_FRIENDS.0.1,m,other,tragedy,1,174
Tim_FRIENDS.0.2,m,other,tragedy,1,171
Tim_FRIENDS.0.3,m,other,tragedy,1,57
Tim_FRIENDS.0.4,m,other,tragedy,1,18
Tim_FRIENDS.Lucius,m,other,tragedy,1,353
Tim_FRIENDS.Lucullus,m,other,tragedy,1,282
Tim_FRIENDS.Sempronius,m,other,tragedy,1,212
Tim_FRIENDS.Ventidius,m,other,tragedy,1,63
Tim_Flavius,m,other,tragedy,3,1519
Tim_Fool,m,fool,tragedy,6,181
Tim_Jeweler,m,other,tragedy,4,78
Tim_LADIES,f,other,tragedy,1,4
Tim_LADIES.0.1,f,other,tragedy,1,13
Tim_LORDS,m,other,tragedy,1,4
Tim_LORDS.0.1,m,other,tragedy,1,122
Tim_LORDS.0.2,m,other,tragedy,1,119
Tim_LORDS.0.3,m,other,tragedy,1,24
Tim_MESSENGERS.X.1,m,other,tragedy,6,43
Tim_MESSENGERS.X.2,m,other,tragedy,6,9
Tim_MESSENGERS.X.3,m,other,tragedy,6,70
Tim_Merchant,m,other,tragedy,4,63
Tim_OldMan,m,other,tragedy,2,207
Tim_Painter,m,other,tragedy,p,483
Tim_Phrynia,f,other,tragedy,6,33
Tim_Poet,m,other,tragedy,p,758
Tim_SENATORS.0.1,m,other,tragedy,2,219
Tim_SENATORS.0.2,m,other,tragedy,2,74
Tim_SENATORS.0.3,m,other,tragedy,2,1
Tim_SENATORS.1,m,other,tragedy,2,376
Tim_SENATORS.2,m,other,tragedy,2,346
Tim_SENATORS.3,m,other,tragedy,2,16
Tim_SENATORS.4,m,other,tragedy,2,9
Tim_SENATORS.X,m,other,tragedy,2,281
Tim_SERVANTS.Caphis,m,other,tragedy,6,151
Tim_SERVANTS.Hortensius,m,other,tragedy,6,70
Tim_SERVANTS.ISIDORE.1,m,other,tragedy,6,64
Tim_SERVANTS.LUCIUS.1,m,other,tragedy,6,193
Tim_SERVANTS.LUCULLUS.1,m,other,tragedy,6,23
Tim_SERVANTS.Page,m,other,tragedy,6,48
Tim_SERVANTS.Philotus,m,other,tragedy,6,34
Tim_SERVANTS.TIMON.0.1,m,other,tragedy,6,41
Tim_SERVANTS.TIMON.0.2,m,other,tragedy,6,57
Tim_SERVANTS.TIMON.0.3,m,other,tragedy,6,47
Tim_SERVANTS.TIMON.1,m,other,tragedy,6,16
Tim_SERVANTS.TIMON.2,m,other,tragedy,6,22
Tim_SERVANTS.TIMON.3,m,other,tragedy,6,26
Tim_SERVANTS.TIMON.Flaminius,m,other,tragedy,6,220
Tim_SERVANTS.TIMON.Lucilius,m,other,tragedy,6,35
Tim_SERVANTS.TIMON.Servilius,m,other,tragedy,6,129
Tim_SERVANTS.TIMON.X.1,m,other,tragedy,6,28
Tim_SERVANTS.TIMON.X.2,m,other,tragedy,6,152
Tim_SERVANTS.Titus,m,other,tragedy,6,89
Tim_SERVANTS.VARRO.1,m,other,tragedy,6,122
Tim_SERVANTS.VARRO.2,m,other,tragedy,6,40
Tim_SOLDIERS.1,m,other,tragedy,6,118
Tim_STRANGERS.1,m,other,tragedy,2,230
Tim_STRANGERS.2,m,other,tragedy,2,48
Tim_STRANGERS.3,m,other,tragedy,2,4
Tim_Timandra,f,other,tragedy,6,44
Tim_Timon,m,protag,tragedy,p,6336
Tit_ATTENDANTS,m,other,tragedy,1,12
Tit_Aaron,m,antag,tragedy,2,2805
Tit_Aemilius,m,other,tragedy,1,132
Tit_Bassianus,m,other,tragedy,1,461
Tit_Captain,m,other,tragedy,4,41
Tit_Chiron,m,other,tragedy,1,403
Tit_CountryFellow,m,fool,tragedy,6,173
Tit_Demetrius,m,other,tragedy,1,720
Tit_GOTHS,m,other,tragedy,6,10
Tit_GOTHS.0,m,other,tragedy,6,38
Tit_GOTHS.0.1,m,other,tragedy,6,76
Tit_GOTHS.0.2,m,other,tragedy,6,170
Tit_Lavinia,f,other,tragedy,1,457
Tit_Lucius,m,other,tragedy,1,1412
Tit_Marcus,m,other,tragedy,1,2447
Tit_Martius,m,other,tragedy,1,273
Tit_Messenger,m,other,tragedy,6,56
Tit_Mutius,m,other,tragedy,1,25
Tit_Nurse,f,other,tragedy,5,136
Tit_Publius,m,other,tragedy,1,112
Tit_Quintus,m,other,tragedy,1,227
Tit_Saturninus,m,other,tragedy,1,1590
Tit_TRIBUNES,m,other,tragedy,4,31
Tit_TRIBUNES.0.1,m,other,tragedy,5,52
Tit_Tamora,f,other,tragedy,0,1981
Tit_Titus,m,protag,tragedy,1,5712
Tit_YoungLucius,m,other,tragedy,1,350
Tmp_Adrian,m,other,comedy,1,64
Tmp_Alonso,m,other,comedy,0,749
Tmp_Antonio,m,antag,comedy,1,991
Tmp_Ariel,m,other,comedy,7,1277
Tmp_Boatswain,m,other,comedy,4,353
Tmp_Caliban,m,other,comedy,6,1351
Tmp_Ferdinand,m,other,comedy,1,982
Tmp_Francisco,m,other,comedy,1,79
Tmp_Gonzalo,m,other,comedy,2,1157
Tmp_Miranda,f,other,comedy,1,1014
Tmp_Prospero,m,protag,comedy,0,4712
Tmp_SAILORS,m,other,comedy,6,8
Tmp_SPIRITS.Ceres,f,other,comedy,7,155
Tmp_SPIRITS.Iris,f,other,comedy,7,297
Tmp_SPIRITS.Juno,f,other,comedy,7,41
Tmp_Sebastian,m,other,comedy,1,699
Tmp_Shipmaster,m,other,comedy,4,17
Tmp_Stephano,m,other,comedy,5,1312
Tmp_Trinculo,m,other,comedy,3,816
Tro_ATTENDANTS.GREEK,m,other,tragedy,1,3
Tro_Achilles,m,other,tragedy,2,1304
Tro_Aeneas,m,other,tragedy,2,1052
Tro_Agamemnon,m,other,tragedy,2,1407
Tro_Ajax,m,other,tragedy,1,539
Tro_Alexander,m,other,tragedy,6,259
Tro_Andromache,f,other,tragedy,1,113
Tro_Antenor,m,other,tragedy,1,4
Tro_Bastard,m,other,tragedy,1,14
Tro_Boy,m,other,tragedy,6,16
Tro_Calchas,m,other,tragedy,3,229
Tro_Cassandra,f,other,tragedy,1,259
Tro_Cressida,f,other,tragedy,3,2119
Tro_Deiphobus,m,other,tragedy,1,14
Tro_Diomedes,m,other,tragedy,2,703
Tro_Hector,m,other,tragedy,1,1528
Tro_Helen,f,other,tragedy,1,187
Tro_Helenus,f,other,tragedy,3,37
Tro_MYRMIDONS.0.1,m,other,tragedy,6,8
Tro_Menelaus,m,other,tragedy,0,86
Tro_Nestor,m,other,tragedy,2,1135
Tro_Pandarus,m,other,tragedy,2,3154
Tro_Paris,m,other,tragedy,1,721
Tro_Patroclus,m,other,tragedy,3,404
Tro_Priam,m,other,tragedy,0,139
Tro_Prologue,m,other,tragedy,p,224
Tro_SERVANTS.DIOMEDES.1,m,other,tragedy,6,4
Tro_SERVANTS.PARIS.1,m,other,tragedy,6,117
Tro_SERVANTS.TROILUS.1,m,other,tragedy,6,10
Tro_SOLDIERS,m,other,tragedy,6,5
Tro_SOLDIERS.TROJAN,m,other,tragedy,1,4
Tro_Thersites,m,fool,tragedy,5,2287
Tro_Troilus,m,protag,tragedy,1,3962
Tro_Ulysses,m,other,tragedy,2,3520
WT_ATTENDANTS,m,other,comedy,1,19
WT_ATTENDANTS.0.1,m,other,comedy,1,261
WT_ATTENDANTS.1,m,other,comedy,2,221
WT_ATTENDANTS.2,m,other,comedy,2,126
WT_ATTENDANTS.3,m,other,comedy,2,594
WT_ATTENDANTS.X,m,other,comedy,1,172
WT_Antigonus,m,other,comedy,1,785
WT_Archidamus,m,other,comedy,1,176
WT_Autolycus,m,fool,comedy,p,2395
WT_Camillo,m,other,comedy,1,2094
WT_Chorus,m,other,comedy,p,266
WT_Cleomenes,m,other,comedy,1,140
WT_Dion,m,other,comedy,1,190
WT_Dorcas,f,other,comedy,5,67
WT_Florizell,m,other,comedy,1,1391
WT_Hermione,f,other,comedy,0,1584
WT_Jailer,m,other,comedy,3,72
WT_LADIES.0.1,f,other,comedy,1,49
WT_LADIES.0.2,f,other,comedy,1,21
WT_LADIES.Emilia,m,other,comedy,2,142
WT_Leontes,m,protag,comedy,0,4903
WT_Mamillius,m,other,comedy,1,151
WT_Mopsa,f,other,comedy,6,142
WT_OFFICERS.0.1,m,other,comedy,5,193
WT_Paulina,f,other,comedy,1,2390
WT_Perdita,f,other,comedy,1,898
WT_Polixenes,m,antag,comedy,0,1960
WT_SERVANTS.0,m,other,comedy,3,12
WT_SERVANTS.SHEPHERD.1,m,other,comedy,3,315
WT_SERVANTS.X.1,m,other,comedy,3,45
WT_SERVANTS.X.2,m,other,comedy,3,31
WT_SERVANTS.X.3,m,other,comedy,2,119
WT_Sailor,m,other,comedy,6,80
WT_Shepherd,m,other,comedy,5,1072
WT_ShepherdsSon,m,other,comedy,6,1597
Wiv_AnnePage,f,other,comedy,3,185
Wiv_BOYS,m,other,comedy,7,59
Wiv_Bardolph,m,other,comedy,5,168
Wiv_DoctorCaius,m,other,comedy,3,819
Wiv_Falstaff,m,antag,comedy,2,3649
Wiv_Fenton,m,other,comedy,2,750
Wiv_Host,m,other,comedy,3,855
Wiv_HughEvans,m,other,comedy,3,1849
Wiv_John,m,other,comedy,6,13
Wiv_MasterFord,m,other,comedy,3,2530
Wiv_MasterPage,m,other,comedy,3,1094
Wiv_MistressFord,f,other,comedy,3,1293
Wiv_MistressPage,f,protag,comedy,3,2528
Wiv_MistressQuickly,f,other,comedy,4,2200
Wiv_Nym,m,other,comedy,5,239
Wiv_Pistol,m,other,comedy,3,464
Wiv_Robert,m,other,comedy,6,20
Wiv_Robin,m,other,comedy,6,101
Wiv_Rugby,m,other,comedy,6,52
Wiv_Shallow,m,other,comedy,2,914
Wiv_Simple,m,other,comedy,6,332
Wiv_Slender,m,other,comedy,2,1171
Wiv_WilliamPage,m,other,comedy,3,37
